Station,Bottle #,Date UTC,data type,sigma-t,sigma-t (2),salinity,salinity (2),depth (m),depth (m),temperature,temperature-2,conductivity-1,conductivity=2,V0,V1,V2,V3,V4,V5,V6,V7,altimeter (m),beam attenuation,beam transmission,fluorescence,oxygen (�mols kg-1),PAR,latitude,longitude,
AMBON2015_042,,,max,,,,,30.709,30.391,0.2039,0.2255,2.714381,2.715802,0,2.8571,0.0403,0.0794,4.3272,0,0.6337,1.3748,12.67,0.45,91.7422,0.0182,351.325,2.05,72.36456,-163.7232,6041
AMBON2015_042,3,21-Aug-15,mean,24.8665,24.8787,31.5764,31.5795,20.33,20.12,5.8484,5.7653,3.120086,3.113428,0,3.0464,0.0731,0.1032,4.4436,0,1.1516,1.7123,23.03,0.2386,94.2094,0.1001,320.822,4.57,72.36468,-163.72354,8174
AMBON2015_042,,22:33:40,sdev,,,,,0.032,0.031,0.0298,0.0601,0.001598,0.00427,0,0.0063,0.0021,0.0007,0.0041,0,0.0072,0.0042,0.14,0.0038,0.0883,0.0054,2.554,0.0456,0.00001,0.00001,14
AMBON2015_042,,,min,,,,,20.272,20.063,5.8205,5.6555,3.11873,3.103397,0,3.0354,0.0684,0.1026,4.4396,0,1.1441,1.7094,22.88,0.2323,94.1243,0.0884,316.885,4.54,72.36468,-163.72354,8150
AMBON2015_042,,,max,,,,,20.373,20.163,5.9189,5.8897,3.123851,3.121151,0,3.0562,0.0757,0.105,4.4505,0,1.1661,1.7289,23.32,0.2422,94.3574,0.1068,324.834,4.76,72.3647,-163.72354,8198
AMBON2015_042,4,21-Aug-15,mean,24.5199,24.518,31.3472,31.3444,10.019,9.916,7.1735,7.1713,3.209764,3.209319,0,2.8357,0.0495,0.1068,4.4763,0,1.6716,2.0335,33.43,0.2093,94.9027,0.0412,287.05,9.68,72.36482,-163.7237,9815
AMBON2015_042,,22:34:48,sdev,,,,,0.057,0.057,0.0002,0.0009,0.000021,0.000062,0,0.0006,0.0007,0.0007,0.002,0,0.007,0.0029,0.14,0.0017,0.0418,0.0016,0.148,0.065,0,0,14
AMBON2015_042,,,min,,,,,9.925,9.823,7.1731,7.1695,3.209703,3.209183,0,2.8352,0.0488,0.105,4.4737,0,1.6606,2.0317,33.21,0.2072,94.8493,0.0396,286.834,9.64,72.36482,-163.7237,9791
AMBON2015_042,,,max,,,,,10.189,10.084,7.174,7.1724,3.209799,3.209426,0,2.8364,0.0501,0.1087,4.4786,0,1.6874,2.0415,33.75,0.2115,94.9529,0.0427,287.266,9.86,72.36482,-163.7237,9839
AMBON2015_042,5,21-Aug-15,mean,24.5206,24.5185,31.348,31.3452,5.169,5.116,7.172,7.1716,3.209499,3.209216,0,2.8354,0.0471,0.1,4.4707,0,1.9182,2.2002,38.36,0.2143,94.7843,0.0352,286.968,14.3,72.36494,-163.72387,11541
AMBON2015_042,,22:36:00,sdev,,,,,0.133,0.132,0.0011,0.0002,0.000087,0.00002,0,0.0009,0.0006,0.0009,0.0026,0,0.0073,0.0081,0.15,0.0023,0.055,0.0015,0.384,0.267,0,0.00001,14
AMBON2015_042,,,min,,,,,4.796,4.747,7.17,7.1713,3.209335,3.209176,0,2.8339,0.0464,0.0977,4.4676,0,1.9072,2.1832,38.14,0.2093,94.7198,0.0335,286.278,13.7,72.36494,-163.72388,11517
AMBON2015_042,,,max,,,,,5.345,5.29,7.173,7.1721,3.209595,3.209257,0,2.8364,0.0476,0.1013,4.4762,0,1.9341,2.21,38.68,0.217,94.9011,0.0365,287.443,14.6,72.36494,-163.72386,11565
AMBON2015_043,1,22-Aug-15,mean,26.1141,26.1119,32.478,32.4752,43.753,43.3,-1.1503,-1.1508,2.622967,2.622725,0,2.2462,0.0571,0.0845,3.5511,0,0.2166,0.0098,4.33,1.1359,75.282,0.0602,269.503,1E-12,72.4967,-164.10372,3797
AMBON2015_043,,1/17/1950,sdev,,,,,0.055,0.054,0.0002,0.0003,0.00002,0.000024,0,0.0006,0.0008,0.0007,0.0355,0,0.0073,0,0.15,0.0402,0.7524,0.002,0.207,0,0,0,14
AMBON2015_043,,,min,,,,,43.637,43.184,-1.1507,-1.1514,2.622922,2.622673,0,2.2454,0.0549,0.083,3.4872,0,0.2027,0.0098,4.05,1.1032,73.9281,0.0549,269.139,1E-12,72.4967,-164.10372,3773
AMBON2015_043,,,max,,,,,43.834,43.379,-1.1499,-1.15,2.623027,2.62278,0,2.2466,0.0574,0.0855,3.58,0,0.2344,0.0098,4.69,1.2083,75.896,0.061,269.853,1E-12,72.4967,-164.10372,3821
AMBON2015_043,2,22-Aug-15,mean,26.114,26.1117,32.4778,32.475,43.856,43.402,-1.1487,-1.1493,2.623097,2.622845,0,2.2442,0.0548,0.0841,3.4643,0,0.2156,0.0098,4.31,1.2348,73.442,0.0547,268.845,1E-12,72.4967,-164.10372,4019
AMBON2015_043,,1/17/1959,sdev,,,,,0.123,0.122,0.0009,0.0003,0.000071,0.000028,0,0.0002,0.0015,0.0006,0.0219,0,0.0099,0,0.2,0.0253,0.4649,0.0039,0.141,0,0,0,14
AMBON2015_043,,,min,,,,,43.589,43.137,-1.1505,-1.1497,2.622948,2.622796,0,2.243,0.0537,0.083,3.4383,0,0.2027,0.0098,4.05,1.1971,72.8924,0.0518,268.572,1E-12,72.4967,-164.10372,3995
AMBON2015_043,,,max,,,,,44.037,43.58,-1.1473,-1.1485,2.623215,2.622903,0,2.2454,0.0598,0.0855,3.4969,0,0.2357,0.0098,4.71,1.2647,74.1353,0.0671,269.068,1E-12,72.4967,-164.10372,4043
AMBON2015_043,3,22-Aug-15,mean,26.1033,26.0991,32.4687,32.4636,29.842,29.533,-1.0439,-1.0391,2.630151,2.630157,0,2.3451,0.0883,0.0816,4.0125,0,0.9206,0.0098,18.41,0.6483,85.0682,0.1382,283.707,1E-12,72.49674,-164.1043,6708
AMBON2015_043,,1/19/1951,sdev,,,,,0.143,0.142,0.0017,0.0056,0.000113,0.000563,0,0.0006,0.0038,0.0009,0.1076,0,0.0069,0,0.14,0.1069,2.2813,0.0095,0.209,0,0,0.00001,14
AMBON2015_043,,,min,,,,,29.605,29.299,-1.0464,-1.0489,2.629987,2.62792,0,2.3443,0.0855,0.0806,3.8877,0,0.9109,0.0098,18.22,0.4861,82.4209,0.1312,283.175,1E-12,72.49674,-164.10432,6684
AMBON2015_043,,,max,,,,,30.059,29.748,-1.0405,-1.0311,2.630385,2.630808,0,2.3455,0.0952,0.083,4.177,0,0.9341,0.0098,18.68,0.7733,88.5574,0.1556,284.373,1E-12,72.49674,-164.1043,6732
AMBON2015_043,4,22-Aug-15,mean,26.103,26.1004,32.4682,32.4651,29.705,29.398,-1.0422,-1.0406,2.630245,2.630142,0,2.3421,0.0901,0.0814,4.1797,0,0.9274,0.0098,18.55,0.4836,88.6129,0.1426,282.844,1E-12,72.49676,-164.10438,6948
AMBON2015_043,,1/20/2001,sdev,,,,,0.07,0.069,0.0013,0.0009,0.000089,0.000065,0,0.0005,0.0008,0.0007,0.0209,0,0.0074,0,0.15,0.02,0.4434,0.002,0.133,0,0,0.00001,14
AMBON2015_043,,,min,,,,,29.605,29.299,-1.0453,-1.0425,2.630039,2.630019,0,2.3419,0.0879,0.0806,4.16,0,0.9158,0.0098,18.32,0.4535,88.1949,0.1373,282.622,1E-12,72.49676,-164.10438,6924
AMBON2015_043,,,max,,,,,29.856,29.547,-1.0402,-1.0388,2.63039,2.630244,0,2.3431,0.0904,0.083,4.2112,0,0.9451,0.0098,18.9,0.5025,89.2824,0.1434,283.152,1E-12,72.49676,-164.10438,6972
AMBON2015_043,5,22-Aug-15,mean,25.8246,25.8197,32.2253,32.2169,20.498,20.287,0.8261,0.7943,2.761408,2.758197,0,3.2828,0.047,0.0838,4.5357,0,1.392,0.0876,27.84,0.1565,96.164,0.0349,403.576,0.0182,72.49681,-164.1047,8695
AMBON2015_043,,1/21/2014,sdev,,,,,0.142,0.14,0.038,0.0281,0.003647,0.002781,0,0.0033,0.0006,0.0009,0.0013,0,0.0087,0.0151,0.17,0.0011,0.0271,0.0015,1.8,0.00386,0.00001,0.00001,14
AMBON2015_043,,,min,,,,,20.32,20.111,0.7855,0.7574,2.757506,2.754528,0,3.2759,0.0464,0.0818,4.5348,0,1.3748,0.0623,27.5,0.1541,96.1439,0.0335,399.322,0.0119,72.4968,-164.1047,8671
AMBON2015_043,,,max,,,,,20.822,20.607,0.9156,0.8575,2.770397,2.763654,0,3.2869,0.0476,0.0855,4.5385,0,1.4127,0.1099,28.25,0.1573,96.2216,0.0365,405.404,0.024,72.49682,-164.1047,8719
AMBON2015_043,6,22-Aug-15,mean,24.4454,24.4436,30.9878,30.9852,9.923,9.821,5.4628,5.461,3.035399,3.035022,0,2.8889,0.0482,0.0948,4.4571,0,1.9324,0.3533,38.65,0.2264,94.4963,0.0381,307.493,0.112,72.49682,-164.10511,10634
AMBON2015_043,,1/22/1935,sdev,,,,,0.053,0.052,0.0023,0.0019,0.00019,0.00016,0,0,0.0006,0.0006,0.0012,0,0.0066,0.0107,0.13,0.0011,0.0257,0.0016,0.136,0.00497,0,0.00001,14
AMBON2015_043,,,min,,,,,9.791,9.69,5.4595,5.4588,3.035092,3.034817,0,2.8889,0.0476,0.094,4.4542,0,1.9219,0.326,38.44,0.2246,94.435,0.0365,307.249,0.0991,72.49682,-164.10512,10610
AMBON2015_043,,,max,,,,,10.041,9.938,5.4665,5.4647,3.035672,3.035315,0,2.8889,0.0488,0.0965,4.4591,0,1.9463,0.3675,38.93,0.229,94.5386,0.0396,307.673,0.118,72.49682,-164.1051,10658
AMBON2015_043,7,22-Aug-15,mean,24.4457,24.4436,30.989,30.9861,5.293,5.238,5.4685,5.4673,3.035778,3.035429,0,2.8891,0.0482,0.0948,4.4578,0,2.1821,0.5248,43.64,0.2258,94.5111,0.0381,307.19,0.211,72.49685,-164.10533,11982
AMBON2015_043,,1/23/1931,sdev,,,,,0.086,0.085,0.0008,0.0009,0.000074,0.000091,0,0.0005,0.0006,0.0007,0.0053,0,0.0054,0.0339,0.11,0.0048,0.1129,0.0016,0.204,0.0237,0.00001,0.00001,14
AMBON2015_043,,,min,,,,,5.096,5.043,5.4673,5.4664,3.03566,3.035331,0,2.8889,0.0476,0.0928,4.4518,0,2.1722,0.4689,43.44,0.2203,94.3832,0.0365,306.869,0.174,72.49684,-164.10534,11958
AMBON2015_043,,,max,,,,,5.448,5.392,5.4704,5.4697,3.035936,3.035676,0,2.8901,0.0488,0.0965,4.464,0,2.1929,0.5861,43.86,0.2312,94.6422,0.0396,307.58,0.256,72.49686,-164.10532,12006
AMBON2015_044,1,22-Aug-15,mean,25.7767,25.7747,32.2274,32.2248,40.11,39.695,1.6299,1.6292,2.827685,2.82743,0,2.7361,0.0444,0.0767,2.9997,0,0.2161,0.0569,4.32,1.8108,63.5901,0.0283,318.056,0.0107,72.1203,-165.35992,3856
AMBON2015_044,,6:33:37,sdev,,,,,0.053,0.052,0.0001,0.0005,0.000014,0.000043,0,0.0004,0.0009,0.0009,0.0035,0,0.0047,0.0146,0.09,0.0047,0.0747,0.0022,0.195,0.00335,0,0.00001,14
AMBON2015_044,,,min,,,,,39.991,39.577,1.6296,1.6286,2.82765,2.827364,0,2.735,0.044,0.0757,2.9963,0,0.21,0.0085,4.2,1.8007,63.5193,0.0274,317.618,1E-12,72.1203,-165.35992,3832
AMBON2015_044,,,max,,,,,40.201,39.785,1.6301,1.6306,2.827715,2.827573,0,2.7363,0.0464,0.0781,3.0073,0,0.2271,0.0757,4.54,1.8153,63.7524,0.0335,318.266,0.0151,72.1203,-165.3599,3880
AMBON2015_044,2,22-Aug-15,mean,25.7555,25.7535,32.2209,32.2182,30.608,30.292,1.8612,1.8601,2.845633,2.845325,0,2.7415,0.0686,0.0777,3.515,0,0.6979,0.8821,13.96,1.1765,74.5179,0.0889,315.585,0.597,72.12034,-165.36036,6047
AMBON2015_044,,6:35:08,sdev,,,,,0.064,0.063,0.0028,0.0025,0.000164,0.000187,0,0.001,0.0004,0.0006,0.0006,0,0.0042,0.0066,0.08,0.0007,0.0121,0.0012,0.476,0.0106,0,0,14
AMBON2015_044,,,min,,,,,30.405,30.092,1.8551,1.8563,2.845279,2.844998,0,2.7399,0.0684,0.0769,3.514,0,0.6923,0.8718,13.85,1.1748,74.4978,0.0884,314.844,0.581,72.12034,-165.36036,6023
AMBON2015_044,,,max,,,,,30.71,30.394,1.8682,1.864,2.846056,2.845644,0,2.7436,0.0696,0.0794,3.5165,0,0.7082,0.8987,14.16,1.1776,74.5495,0.0915,316.305,0.624,72.12034,-165.36036,6071
AMBON2015_044,3,22-Aug-15,mean,24.7848,24.7818,31.6476,31.6447,20.425,20.215,6.957,6.9623,3.219653,3.219842,0,2.8621,0.0605,0.0982,4.3894,0,1.2226,1.3915,24.45,0.2877,93.0606,0.0688,291.621,2.14,72.12038,-165.36079,7972
AMBON2015_044,,6:36:28,sdev,,,,,0.099,0.098,0.0047,0.0072,0.0004,0.000621,0,0.0005,0.0007,0.0006,0.002,0,0.0044,0.0044,0.09,0.0018,0.0416,0.0015,0.297,0.0227,0,0,14
AMBON2015_044,,,min,,,,,20.219,20.011,6.9496,6.953,3.21907,3.219028,0,2.8608,0.0598,0.0977,4.3846,0,1.2161,1.3858,24.32,0.2854,92.9592,0.0671,291.092,2.11,72.12038,-165.3608,7948
AMBON2015_044,,,max,,,,,20.571,20.36,6.9639,6.9771,3.220274,3.221024,0,2.8632,0.0611,0.0989,4.3919,0,1.2344,1.3993,24.69,0.292,93.1145,0.0701,292.095,2.18,72.12038,-165.36078,7996
AMBON2015_044,4,22-Aug-15,mean,24.5678,24.5651,31.4331,31.4295,10.444,10.337,7.3208,7.3195,3.230129,3.229694,0,2.8426,0.0531,0.0985,4.4212,0,1.7164,1.7709,34.33,0.2587,93.7359,0.0504,286.597,5.25,72.12044,-165.36138,10126
AMBON2015_044,,6:37:58,sdev,,,,,0.051,0.05,0.0005,0.0002,0.000073,0.000036,0,0.0005,0.0006,0.0007,0.0074,0,0.0038,0.0027,0.08,0.0067,0.1575,0.0015,0.158,0.0334,0,0,14
AMBON2015_044,,,min,,,,,10.387,10.28,7.3199,7.3189,3.229963,3.229608,0,2.8413,0.0525,0.0977,4.4115,0,1.7094,1.768,34.19,0.2499,93.5288,0.0488,286.268,5.21,72.12044,-165.36138,10102
AMBON2015_044,,,max,,,,,10.536,10.428,7.3215,7.3201,3.230274,3.229793,0,2.8437,0.0537,0.1001,4.431,0,1.7241,1.7778,34.48,0.2676,93.9431,0.0518,286.991,5.33,72.12044,-165.36138,10150
AMBON2015_044,5,22-Aug-15,mean,24.5612,24.5592,31.4223,31.4195,5.45,5.394,7.3055,7.3044,3.227624,3.22727,0,2.8435,0.0531,0.0948,4.424,0,1.9662,2.0056,39.32,0.2562,93.7946,0.0504,286.369,9.08,72.1205,-165.36178,12102
AMBON2015_044,,6:39:21,sdev,,,,,0.037,0.037,0.0005,0.001,0.000053,0.000102,0,0.0005,0.0006,0.0008,0.0057,0,0.0035,0.0139,0.07,0.0052,0.1218,0.0015,0.19,0.293,0,0,14
AMBON2015_044,,,min,,,,,5.346,5.292,7.3046,7.3018,3.227483,3.22703,0,2.8425,0.0525,0.094,4.4164,0,1.9621,1.9866,39.24,0.251,93.6324,0.0488,286.019,8.68,72.1205,-165.36178,12078
AMBON2015_044,,,max,,,,,5.536,5.479,7.3065,7.3067,3.227715,3.227516,0,2.8449,0.0537,0.0965,4.4298,0,1.9744,2.0269,39.49,0.2632,93.9172,0.0518,286.946,9.53,72.1205,-165.36178,12126
AMBON2015_045,1,22-Aug-15,mean,25.677,25.6747,32.0849,32.0825,35.577,35.21,1.4066,1.4127,2.798038,2.798346,0,2.595,0.0537,0.0858,3.6814,0,0.057,1.0933,1.14,0.9915,78.0466,0.0518,300.166,1.03,71.9931,-164.95644,3603
AMBON2015_045,,20:14:39,sdev,,,,,0.219,0.216,0.0118,0.0114,0.000934,0.000929,0,0.0006,0,0.0008,0.0223,0,0.0156,0.0205,0.31,0.0242,0.4724,0,0.212,0.0545,0,0.00001,14
AMBON2015_045,,,min,,,,,35.097,34.735,1.3957,1.3987,2.797104,2.79724,0,2.5946,0.0537,0.0842,3.6545,0,0.0342,1.0733,0.68,0.9611,77.4754,0.0518,299.671,0.979,71.9931,-164.95644,3579
AMBON2015_045,,,max,,,,,35.802,35.433,1.4326,1.4377,2.800041,2.800248,0,2.5958,0.0537,0.0867,3.7094,0,0.0977,1.1429,1.95,1.0208,78.6406,0.0518,300.556,1.16,71.9931,-164.95642,3627
AMBON2015_045,2,22-Aug-15,mean,25.6538,25.6528,32.0715,32.0678,31.279,30.956,1.5979,1.5682,2.8123,2.809593,0,2.6044,0.0659,0.0804,3.8663,0,0.338,1.6492,6.76,0.7981,81.9664,0.0823,299.348,3.94,71.99257,-164.95872,8439
AMBON2015_045,,20:18:00,sdev,,,,,0.095,0.094,0.0379,0.0466,0.003131,0.004055,0,0.0005,0.0027,0.0007,0.1456,0,0.0123,0.0065,0.25,0.1473,3.0879,0.0069,0.751,0.0607,0.00001,0.00001,14
AMBON2015_045,,,min,,,,,31.051,30.731,1.4685,1.4722,2.800833,2.801197,0,2.6032,0.0635,0.0794,3.7729,0,0.3223,1.6422,6.45,0.5154,79.987,0.0762,298.543,3.88,71.99256,-164.95872,8415
AMBON2015_045,,,max,,,,,31.403,31.079,1.6239,1.637,2.814862,2.815467,0,2.6056,0.0696,0.0818,4.1465,0,0.3712,1.6642,7.42,0.8932,87.9101,0.0915,301.692,4.08,71.99258,-164.9587,8463
AMBON2015_045,3,22-Aug-15,mean,25.3614,25.3445,31.9706,31.9666,20.003,19.797,4.1609,4.2986,3.013954,3.025056,0,2.9881,0.0704,0.0836,4.4289,0,0.8827,2.2192,17.65,0.2518,93.8987,0.0936,325.008,14.9,71.99258,-164.9595,10447
AMBON2015_045,,20:19:24,sdev,,,,,0.247,0.245,0.1481,0.1241,0.011431,0.009534,0,0.0057,0.0006,0.0008,0.0025,0,0.0161,0.0159,0.32,0.0022,0.0529,0.0014,3.989,0.548,0,0,14
AMBON2015_045,,,min,,,,,19.72,19.517,3.8647,4.0386,2.989629,3.006196,0,2.9817,0.0696,0.0818,4.4249,0,0.8608,2.1941,17.22,0.2488,93.8136,0.0915,320.41,14.1,71.99258,-164.95952,10423
AMBON2015_045,,,max,,,,,20.567,20.355,4.2911,4.4129,3.023972,3.034152,0,3,0.0708,0.0855,4.4322,0,0.9206,2.2393,18.41,0.2554,93.969,0.0945,333.843,15.6,71.99258,-164.9595,10471
AMBON2015_045,4,22-Aug-15,mean,24.408,24.4058,31.1876,31.1845,9.471,9.374,7.0696,7.0676,3.186302,3.185843,0,2.8377,0.0514,0.0878,4.4175,0,1.4205,2.6669,28.41,0.2621,93.6572,0.0459,288.515,42,71.9926,-164.96007,11848
AMBON2015_045,,20:20:22,sdev,,,,,0.132,0.13,0.0005,0.0008,0.00007,0.000116,0,0.0006,0.0012,0.0007,0.0044,0,0.0156,0.0111,0.31,0.004,0.0923,0.003,0.301,1.07,0,0.00001,14
AMBON2015_045,,,min,,,,,9.285,9.19,7.0688,7.0664,3.186181,3.185609,0,2.8364,0.0501,0.0867,4.4127,0,1.3858,2.6422,27.72,0.2576,93.5547,0.0427,287.798,39.6,71.9926,-164.9601,11824
AMBON2015_045,,,max,,,,,9.787,9.686,7.0705,7.0693,3.18653,3.186122,0,2.8388,0.0525,0.0891,4.4225,0,1.453,2.6801,29.06,0.2665,93.7618,0.0488,288.927,43.2,71.9926,-164.96006,11872
AMBON2015_045,5,22-Aug-15,mean,24.3144,24.3143,31.1054,31.1042,5.006,4.955,7.2885,7.2821,3.196781,3.196134,0,2.8399,0.0495,0.0884,4.4213,0,1.6525,2.8059,33.05,0.2587,93.737,0.0412,286.712,57.8,71.99268,-164.96057,13289
AMBON2015_045,,20:21:22,sdev,,,,,0.169,0.167,0.0148,0.0227,0.000704,0.001099,0,0.0007,0.0007,0.0006,0.0023,0,0.0228,0.0168,0.46,0.0021,0.0479,0.0016,0.137,2.21,0,0.00001,14
AMBON2015_045,,,min,,,,,4.645,4.597,7.2704,7.2491,3.195958,3.194524,0,2.8388,0.0488,0.0867,4.4176,0,1.6117,2.7729,32.23,0.2554,93.6583,0.0396,286.495,53.6,71.99268,-164.96058,13265
AMBON2015_045,,,max,,,,,5.193,5.14,7.3084,7.3106,3.197761,3.197476,0,2.8413,0.0501,0.0891,4.4249,0,1.696,2.8254,33.92,0.2621,93.8136,0.0427,286.948,60.4,71.99268,-164.96056,13313
AMBON2015_045,6,22-Aug-15,mean,24.3046,24.3033,31.0967,31.0945,4.904,4.854,7.3102,7.3073,3.197774,3.197327,0,2.8428,0.0494,0.0884,4.4189,0,1.6443,2.7898,32.89,0.2609,93.6857,0.041,286.824,55.8,71.99268,-164.9607,13561
AMBON2015_045,,20:21:34,sdev,,,,,0.251,0.249,0.0067,0.0067,0.000304,0.000328,0,0.0005,0.0007,0.0007,0.0023,0,0.014,0.0237,0.28,0.0021,0.0499,0.0016,0.146,3,0,0.00002,14
AMBON2015_045,,,min,,,,,4.631,4.584,7.2927,7.2894,3.196938,3.196438,0,2.8425,0.0488,0.0867,4.4164,0,1.6129,2.7473,32.26,0.2576,93.6324,0.0396,286.647,50.5,71.99268,-164.96072,13537
AMBON2015_045,,,max,,,,,5.444,5.388,7.314,7.313,3.197998,3.197621,0,2.8437,0.0501,0.0904,4.4225,0,1.6716,2.8156,33.43,0.2632,93.7618,0.0427,287.055,59.1,71.99268,-164.96066,13585
AMBON2015_046,1,22-Aug-15,mean,25.7137,25.7115,32.1096,32.1067,33.906,33.556,1.1337,1.1327,2.777826,2.777519,0,2.6032,0.058,0.0776,3.5725,0,0.2676,0.5636,5.35,1.1116,75.7374,0.0626,302.875,0.239,71.87114,-164.55619,3827
AMBON2015_046,,22:56:19,sdev,,,,,0.033,0.033,0.0002,0.0004,0.000016,0.000026,0,0,0.0049,0.0007,0.0041,0,0.0043,0.0052,0.09,0.0046,0.0865,0.0121,0.172,0.00392,0,0.00001,14
AMBON2015_046,,,min,,,,,33.844,33.495,1.1332,1.132,2.777772,2.777457,0,2.6032,0.0537,0.0757,3.5653,0,0.2637,0.5543,5.27,1.106,75.5853,0.0518,302.668,0.232,71.87114,-164.5562,3803
AMBON2015_046,,,max,,,,,34,33.649,1.1341,1.1336,2.777863,2.777588,0,2.6032,0.0635,0.0781,3.5775,0,0.2759,0.5726,5.52,1.1196,75.8442,0.0762,303.207,0.246,71.87114,-164.55618,3851
AMBON2015_046,2,22-Aug-15,mean,24.717,24.7332,31.4416,31.4489,19.812,19.609,6.2077,6.122,3.137956,3.131459,0,2.9313,0.0584,0.0808,4.4573,0,0.9613,1.5059,19.23,0.2262,94.5,0.0636,316.445,2.81,71.87102,-164.55686,6426
AMBON2015_046,,22:58:08,sdev,,,,,0.168,0.166,0.0812,0.0905,0.005606,0.00638,0,0.0071,0.0011,0.0007,0.0024,0,0.0117,0.0086,0.23,0.0021,0.0499,0.0029,4.351,0.057,0,0.00001,14
AMBON2015_046,,,min,,,,,19.618,19.416,6.0635,6.0066,3.127728,3.122042,0,2.9121,0.0574,0.0794,4.4542,0,0.9353,1.4896,18.71,0.2236,94.435,0.061,305.885,2.7,71.87102,-164.55688,6402
AMBON2015_046,,,max,,,,,20.214,20.007,6.3256,6.2794,3.146279,3.141589,0,2.9377,0.0598,0.0818,4.4603,0,0.9829,1.5153,19.66,0.229,94.5645,0.0671,322.502,2.87,71.87102,-164.55684,6450
AMBON2015_046,3,22-Aug-15,mean,24.6098,24.6076,31.3799,31.3771,9.233,9.138,6.6788,6.6778,3.171269,3.170928,0,2.8581,0.0494,0.0822,4.4339,0,1.4941,1.8962,29.88,0.2473,94.0038,0.0411,293.103,7.03,71.87092,-164.55761,8566
AMBON2015_046,,22:59:37,sdev,,,,,0.075,0.074,0.0002,0.0003,0.000021,0.00003,0,0.0011,0.0007,0.0008,0.0015,0,0.0065,0.0063,0.13,0.0013,0.0306,0.0016,0.173,0.103,0,0.00001,14
AMBON2015_046,,,min,,,,,9.136,9.043,6.6782,6.6774,3.171216,3.170875,0,2.8559,0.0488,0.0806,4.4322,0,1.4811,1.8816,29.62,0.2455,93.969,0.0396,292.794,6.8,71.87092,-164.55762,8542
AMBON2015_046,,,max,,,,,9.428,9.331,6.6792,6.6785,3.171317,3.171002,0,2.8596,0.0501,0.0842,4.4359,0,1.5067,1.9048,30.13,0.2488,94.0466,0.0427,293.436,7.18,71.87092,-164.5576,8590
AMBON2015_046,4,22-Aug-15,mean,24.61,24.6077,31.3801,31.3771,4.774,4.726,6.6776,6.6769,3.170998,3.17067,0,2.8621,0.0507,0.0783,4.4315,0,1.7019,2.0336,34.04,0.2494,93.9542,0.0442,293.394,9.69,71.87084,-164.5582,10374
AMBON2015_046,,23:00:52,sdev,,,,,0.053,0.052,0.0002,0.0001,0.000022,0.000019,0,0.0004,0.0006,0.0006,0.0014,0,0.0092,0.0126,0.18,0.0013,0.0303,0.0015,0.055,0.278,0,0,14
AMBON2015_046,,,min,,,,,4.597,4.55,6.6771,6.6767,3.17094,3.170638,0,2.862,0.0501,0.0769,4.4298,0,1.6825,2,33.65,0.2466,93.9172,0.0427,293.334,8.96,71.87084,-164.5582,10350
AMBON2015_046,,,max,,,,,4.848,4.798,6.678,6.6772,3.171041,3.170713,0,2.8632,0.0513,0.0794,4.4347,0,1.7204,2.0464,34.41,0.251,94.0207,0.0457,293.556,9.98,71.87084,-164.55818,10398
AMBON2015_047,1,23-Aug-15,mean,25.746,25.744,32.1773,32.1747,33.286,32.943,1.4861,1.4854,2.811705,2.811442,0,2.5857,0.0757,0.0731,3.8134,0,0.227,0.0098,4.54,0.8505,80.8473,0.1068,298.016,1E-12,71.74494,-164.16758,4025
AMBON2015_047,,1:49:16,sdev,,,,,0.047,0.047,0.0002,0.0002,0.000016,0.000018,0,0.0006,0,0.0007,0.0031,0,0.0035,0,0.07,0.0033,0.0665,0,0.232,0,0,0,14
AMBON2015_047,,,min,,,,,33.197,32.855,1.4857,1.4849,2.811668,2.811403,0,2.5849,0.0757,0.072,3.8095,0,0.2198,0.0098,4.4,0.8469,80.7638,0.1068,297.406,1E-12,71.74494,-164.16762,4001
AMBON2015_047,,,max,,,,,33.407,33.063,1.4865,1.4857,2.811732,2.81148,0,2.5861,0.0757,0.0745,3.8168,0,0.2344,0.0098,4.69,0.8546,80.9191,0.1068,298.291,1E-12,71.74494,-164.16758,4049
AMBON2015_047,2,23-Aug-15,mean,25.6316,25.615,32.1031,32.0888,20.453,20.243,2.2686,2.3368,2.869008,2.873423,0,3.0383,0.1024,0.0736,4.271,0,0.7613,0.0099,15.23,0.3971,90.549,0.1736,354.12,0.0000248,71.7449,-164.1684,7021
AMBON2015_047,,1:51:21,sdev,,,,,0.078,0.077,0.0323,0.0768,0.002144,0.005486,0,0.0016,0.0031,0.0007,0.0059,0,0.0167,0.0005,0.33,0.0055,0.125,0.0078,0.84,0.000103,0,0.00002,14
AMBON2015_047,,,min,,,,,20.32,20.111,2.2198,2.2103,2.865981,2.864786,0,3.0354,0.1001,0.072,4.2637,0,0.7289,0.0098,14.58,0.3913,90.3958,0.1678,352.359,1E-12,71.7449,-164.16842,6997
AMBON2015_047,,,max,,,,,20.672,20.46,2.3269,2.4291,2.873512,2.879833,0,3.0403,0.1087,0.0745,4.2772,0,0.7949,0.0122,15.9,0.4039,90.6806,0.1892,355.239,0.000491,71.7449,-164.16838,7045
AMBON2015_047,3,23-Aug-15,mean,24.4579,24.4514,31.0797,31.0707,9.87,9.769,5.9859,5.9808,3.086564,3.085338,0,2.8479,0.0473,0.0781,4.4659,0,1.3083,0.19,26.17,0.2185,94.6834,0.0357,298.179,0.0477,71.74492,-164.16914,9221
