Station Number,Station Name,Date,Latitude,Longitude,Depth (m),Temperature,Salinity,Bottle #,Chla Conc (ug/L),Ammonia [µmol/L],Phosphate [µmol/L],Nitrite + Nitrate [µmol/L],Silicate [µmol/L],delta O-18
AMBON2015_004, DBO3.6,20150812,67.897,-168.237,30,4.28,32.59,4,0.89,3.35,1.76,12.86,37.72,-0.33
AMBON2015_004, DBO3.6,20150812,67.897,-168.237,20,4.47,32.55,5,0.62,2.41,1.6,11.07,31.32,-0.47
AMBON2015_004, DBO3.6,20150812,67.897,-168.237,9,5.97,32.42,6,20.7,0.79,0.08,0.09,8.19,-0.31
AMBON2015_004, DBO3.6,20150812,67.897,-168.237,4,5.99,32.41,7,18.21,0.89,0.08,0.23,7.83,-0.15
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,47,4.68,32.26,1,1.55,3.94,1.69,6.06,34.16,-1.01
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,47,4.68,32.26,2,,,,,,
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,30,4.87,32.12,3,0.77,3.63,1.26,3.96,22.78,-0.81
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,22,5.11,32.06,4,0.53,2.26,1.06,3.74,17.79,-0.25
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,11,7.34,31.76,5,0.93,0.36,0.51,0.64,12.46,-1.08
AMBON2015_005, DBO3.5,20150812,68.012,-167.866,4,7.37,31.75,6,1.09,0.49,0.49,0.66,12.81,-1.25
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,44,5.86,32.03,1,0.93,2.11,0.84,1.69,15.3,-0.78
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,45,5.87,32.03,2,,,,,,
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,31,5.93,32.03,3,0.88,4.12,1,2.26,17.44,-1.65
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,31,5.93,32.03,4,,,,,,
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,21,6.05,32.04,5,0.86,3,0.91,1.74,16.73,-1.24
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,21,6.03,32.04,6,,,,,,
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,10,7.14,32.02,7,0.78,0.91,0.54,0.78,12.1,-1.63
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,11,7.17,32.01,8,,,,,,
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,3,7.41,31.94,9,0.93,0.63,0.53,0.73,12.46,-1.24
AMBON2015_006, DBO3.4,20150812,68.125,-167.498,2,7.41,31.94,10,,,,,,
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,41,7.37,31.9,1,1.1,2.22,0.59,0.56,11.39,-0.45
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,30,7.37,31.9,2,1.32,1.69,0.57,0.44,11.39,-0.75
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,21,7.37,31.9,3,1.06,1.19,0.58,0.4,12.1,-1.15
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,10,7.64,31.78,4,2.11,0.51,0.48,0.33,12.1,-1.21
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,5,7.65,31.78,5,2.17,0.52,0.47,0.24,12.46,-1
AMBON2015_007, DBO3.3,20150813,68.186,-167.307,5,7.64,31.78,6,,,,,,
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,36,7.64,31.72,1,0.91,1.45,0.61,0.65,10.68,-1.42
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,29,7.67,31.65,2,0.69,1.2,0.62,1.4,10.68,-1.25
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,21,7.69,31.63,3,0.77,1.66,0.62,0.61,11.03,-1.56
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,10,8.34,31.53,4,1.12,0.61,0.41,0.39,13.52,-1.5
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,4,8.5,31.5,5,1.2,0.7,0.36,0.81,10.68,-1.32
AMBON2015_008, DBO3.2,20150813,68.243,-167.124,4,8.5,31.49,6,,,,,,
AMBON2015_009, DBO3.1,20150813,68.299,-166.936,27,8.47,31.19,1,0.96,0.96,0.57,1.13,9.96,-1.85
AMBON2015_009, DBO3.1,20150813,68.299,-166.936,22,8.63,31.09,2,1.04,0.38,0.56,0.66,9.25,-2.14
AMBON2015_009, DBO3.1,20150813,68.299,-166.936,10,9.9,30.32,3,1.62,0.24,0.54,0.33,7.12,-3.14
AMBON2015_009, DBO3.1,20150813,68.299,-166.936,5,10.31,30.07,4,1.42,0.3,0.55,0.59,8.19,-2.68
AMBON2015_009, DBO3.1,20150813,68.299,-166.936,5,10.31,30.07,5,,,,,,
AMBON2015_010, CL0,20150813,68.899,-166.423,23,9.81,30.19,1,2.13,0.44,0.59,0.24,9.25,-3.29
AMBON2015_010, CL0,20150813,68.899,-166.423,16,9.94,30.16,2,1.72,0.28,0.58,0.12,8.19,
AMBON2015_010, CL0,20150813,68.899,-166.423,10,10.11,30.12,3,1.79,0.3,0.56,0.21,7.83,
AMBON2015_010, CL0,20150813,68.899,-166.423,5,10.22,30.07,4,1.76,0.42,0.53,0.18,7.12,-3.05
AMBON2015_012, CL1,20150813,68.948,-166.908,41,7.47,31.7,1,0.79,1.53,0.78,1.13,9.25,-1.39
AMBON2015_012, CL1,20150813,68.948,-166.908,39,7.49,31.7,2,,,,,,
AMBON2015_012, CL1,20150813,68.948,-166.908,31,7.36,31.4,3,0.93,2.31,0.86,0.85,11.03,
AMBON2015_012, CL1,20150813,68.948,-166.908,31,7.35,31.4,4,,,,,,
AMBON2015_012, CL1,20150813,68.948,-166.908,21,8.17,30.83,5,0.94,1.7,0.83,0.57,13.17,
AMBON2015_012, CL1,20150813,68.948,-166.908,21,8.16,30.85,6,,,,,,
AMBON2015_012, CL1,20150813,68.948,-166.908,10,10.03,30.12,7,1,0.26,0.57,0.08,6.05,
AMBON2015_012, CL1,20150813,68.948,-166.908,10,10.03,30.12,8,,,,,,
AMBON2015_012, CL1,20150813,68.948,-166.908,4,10.03,30.12,9,1.09,0.51,0.53,0.07,6.05,-2.91
AMBON2015_012, CL1,20150813,68.948,-166.908,4,10.03,30.12,10,,,,,,
AMBON2015_013, CL3,20150814,69.034,-168.893,42,4.73,32.14,1,0.7,2.43,0.96,1.46,9.25,-1.01
AMBON2015_013, CL3,20150814,69.034,-168.893,30,4.89,32.1,2,0.45,3.81,1.27,1.89,11.03,
AMBON2015_013, CL3,20150814,69.034,-168.893,21,5.77,32.06,3,1.05,1.91,0.79,0.66,5.69,
AMBON2015_013, CL3,20150814,69.034,-168.893,21,5.71,32.06,4,,,,,,
AMBON2015_013, CL3,20150814,69.034,-168.893,11,7.36,32.03,5,0.74,0.42,0.4,0.12,3.56,
AMBON2015_013, CL3,20150814,69.034,-168.893,5,7.9,31.77,6,0.61,0.28,0.46,0.06,6.41,-1.03
AMBON2015_014, CL2.5,20150814,69.03,-168.411,43,6.99,31.82,1,0.51,1.43,0.74,0.49,9.25,-1.03
AMBON2015_014, CL2.5,20150814,69.03,-168.411,29,7.21,31.78,2,0.41,1.68,0.77,0.69,10.32,
AMBON2015_014, CL2.5,20150814,69.03,-168.411,20,7.58,31.72,3,0.5,1.5,0.72,0.33,8.9,
AMBON2015_014, CL2.5,20150814,69.03,-168.411,10,8.13,31.52,4,1.18,0.3,0.54,0.09,8.54,
AMBON2015_014, CL2.5,20150814,69.03,-168.411,5,8.65,31.2,5,0.52,0.28,0.55,0.13,8.54,-1.53
AMBON2015_015, CL2,20150814,69.029,-167.934,42,6.62,31.96,1,0.46,2.02,0.79,0.76,8.54,
AMBON2015_015, CL2,20150814,69.029,-167.934,30,6.99,31.87,2,0.53,2.31,0.79,0.91,9.96,-0.92
AMBON2015_015, CL2,20150814,69.029,-167.934,20,7.13,31.79,3,0.38,2.13,0.75,0.69,9.96,
AMBON2015_015, CL2,20150814,69.029,-167.934,10,7.59,31.65,4,0.56,1.09,0.67,0.7,8.9,
AMBON2015_015, CL2,20150814,69.029,-167.934,6,8.66,31.15,5,0.67,0.4,0.54,0.16,8.01,-2.01
AMBON2015_015, CL2,20150814,69.029,-167.934,3,8.82,31.01,6,,,,,,
AMBON2015_016, CL1.5,20150814,69,-167.435,42,5.39,32.06,1,0.29,3.45,1.11,2.4,11.39,-1.29
AMBON2015_016, CL1.5,20150814,69,-167.435,30,5.52,32.06,2,0.26,2.91,0.99,2.64,9.96,
AMBON2015_016, CL1.5,20150814,69,-167.435,21,6.93,31.93,3,0.46,1.7,0.75,0.6,8.54,
AMBON2015_016, CL1.5,20150814,69,-167.435,9,8.7,31.13,4,0.58,0.3,0.5,0.19,6.76,
AMBON2015_016, CL1.5,20150814,69,-167.435,4,9.11,30.74,5,0.55,0.34,0.55,0.12,7.83,-2.55
AMBON2015_017, ML6.1,20150815,70.087,-163.96,30,5.88,31.03,1,1.09,1.86,0.9,0.86,23.13,-2.99
AMBON2015_017, ML6.1,20150815,70.087,-163.96,25,6.52,30.95,2,,,,,,
AMBON2015_017, ML6.1,20150815,70.087,-163.96,21,9.29,30.73,3,0.99,0.33,0.46,0.14,7.83,
AMBON2015_017, ML6.1,20150815,70.087,-163.96,10,9.33,30.72,4,0.99,1.02,0.48,0.07,7.83,
AMBON2015_017, ML6.1,20150815,70.087,-163.96,5,9.42,30.72,5,0.89,0.27,0.46,0.39,7.83,-2.37
AMBON2015_018, ML6.2,20150815,70.267,-163.408,28,7.32,30.91,1,0.96,1.83,0.77,2.91,17.44,-2.25
AMBON2015_018, ML6.2,20150815,70.267,-163.408,21,9.06,30.75,2,0.94,0.34,0.47,0.56,7.83,
AMBON2015_018, ML6.2,20150815,70.267,-163.408,10,9.19,30.73,3,0.89,0.45,0.48,0.18,7.83,
AMBON2015_018, ML6.2,20150815,70.267,-163.408,6,9.2,30.73,4,0.9,0.46,0.48,0.22,7.83,-2.16
AMBON2015_019, ML6.3,20150815,70.389,-163.022,29,7.82,30.92,1,0.82,1.63,0.71,1.49,13.52,-1.94
AMBON2015_019, ML6.3,20150815,70.389,-163.022,20,7.94,30.86,2,0.86,1.54,0.73,0.59,14.23,
AMBON2015_019, ML6.3,20150815,70.389,-163.022,10,9.07,30.77,3,0.9,0.31,0.49,0.19,8.19,
AMBON2015_019, ML6.3,20150815,70.389,-163.022,5,9.07,30.77,4,0.84,0.15,0.52,0.27,8.19,-1.91
AMBON2015_020, ML6.4,20150815,70.509,-162.644,32,6.29,31.09,1,0.88,2.85,0.67,2.76,13.17,-2.23
AMBON2015_020, ML6.4,20150815,70.509,-162.644,21,8.43,31.02,2,0.98,0.51,0.48,4.35,8.19,
AMBON2015_020, ML6.4,20150815,70.509,-162.644,10,8.99,30.82,3,0.78,1.25,0.49,0.38,7.83,
AMBON2015_020, ML6.4,20150815,70.509,-162.644,5,8.99,30.82,4,0.68,0.28,0.46,0.27,8.19,-2.47
AMBON2015_020, ML6.4,20150815,70.509,-162.644,5,8.99,30.82,5,,,,,,
AMBON2015_021, ML6.5,20150816,70.627,-162.249,32,5.47,31.28,1,0.88,2.72,1,1.71,18.51,-1.51
AMBON2015_021, ML6.5,20150816,70.627,-162.249,20,8.1,31.11,2,0.77,0.25,0.47,0.68,7.83,
AMBON2015_021, ML6.5,20150816,70.627,-162.249,10,8.62,31.03,3,0.84,0.39,0.46,0.26,7.83,
AMBON2015_021, ML6.5,20150816,70.627,-162.249,4,8.61,31.02,4,0.67,0.26,0.47,0.27,7.83,-1.7
AMBON2015_022, ML6.6,20150816,70.726,-161.94,35,5.24,31.45,1,0.71,2.67,1.04,2.81,16.73,-1.43
AMBON2015_022, ML6.6,20150816,70.726,-161.94,31,5.25,31.45,2,0.72,2.81,0.99,1.35,17.08,
AMBON2015_022, ML6.6,20150816,70.726,-161.94,23,5.17,31.44,3,0.68,2.92,1.08,2.63,17.44,
AMBON2015_022, ML6.6,20150816,70.726,-161.94,11,8.62,31.02,4,0.78,0.34,0.45,0.32,7.12,
AMBON2015_022, ML6.6,20150816,70.726,-161.94,5,8.62,31.02,5,0.88,0.36,0.48,0.76,7.12,-1.5
AMBON2015_023, ML6.7,20150816,70.844,-161.538,40,4.93,31.67,1,0.77,1.58,0.95,1.5,13.52,-1.74
AMBON2015_023, ML6.7,20150816,70.844,-161.538,31,4.92,31.64,2,0.93,1.86,0.97,0.96,13.52,
AMBON2015_023, ML6.7,20150816,70.844,-161.538,22,5.01,31.62,3,1.38,1.36,0.56,0.33,7.83,
AMBON2015_023, ML6.7,20150816,70.844,-161.538,11,8.73,30.73,4,0.79,0.31,0.43,0.16,6.41,
AMBON2015_023, ML6.7,20150816,70.844,-161.538,3,8.73,30.74,5,0.79,0.23,0.42,0.18,6.41,-1.78
AMBON2015_024, ML6.8,20150816,70.96,-161.138,36,2.72,31.57,1,0.93,,,,,-1.28
AMBON2015_024, ML6.8,20150816,70.96,-161.138,30,2.74,31.57,2,0.84,3.23,0.95,1.27,14.23,
AMBON2015_024, ML6.8,20150816,70.96,-161.138,21,4.64,31.28,3,1.69,1.79,0.51,0.12,6.41,
AMBON2015_024, ML6.8,20150816,70.96,-161.138,11,8.7,30.43,4,0.76,0.63,0.45,0.12,6.41,
AMBON2015_024, ML6.8,20150816,70.96,-161.138,5,8.66,30.41,5,0.77,0.24,0.45,0.11,6.23,-1.9
AMBON2015_025, ML6.9,20150816,71.075,-160.735,47,1.26,32.15,1,0.7,1.83,0.98,1.44,11.03,-0.86
AMBON2015_025, ML6.9,20150816,71.075,-160.735,41,1.26,32.15,2,0.72,1.8,1.01,1.13,11.03,
AMBON2015_025, ML6.9,20150816,71.075,-160.735,34,1.25,32.15,3,0.73,1.67,0.97,0.7,11.39,
AMBON2015_025, ML6.9,20150816,71.075,-160.735,22,1.37,32.14,4,1.29,0.72,0.65,0.39,8.54,
AMBON2015_025, ML6.9,20150816,71.075,-160.735,9,8.04,30.49,5,0.26,0.5,0.46,0.21,5.69,
AMBON2015_025, ML6.9,20150816,71.075,-160.735,6,8.07,30.5,6,0.53,0.3,0.46,0.21,5.69,-1.87
AMBON2015_026, ML4.1,20150819,70.892,-159.393,23,3.93,31.41,1,0.75,1.85,0.91,0.84,13.52,-1.57
AMBON2015_026, ML4.1,20150819,70.892,-159.393,10,7.59,30.89,2,1.39,1.12,0.58,0.28,8.19,
AMBON2015_026, ML4.1,20150819,70.892,-159.393,3,7.59,30.89,3,1.46,0.29,0.55,0.21,8.19,-1.76
AMBON2015_026, ML4.1,20150819,70.892,-159.393,4,7.59,30.89,4,,,,,,
AMBON2015_027, ML4.2,20150819,70.932,-159.504,41,0.75,32.08,1,0.52,1.42,0.88,1.38,9.96,-1.05
AMBON2015_027, ML4.2,20150819,70.932,-159.504,30,4.02,31.38,2,0.61,1.9,0.95,0.86,14.95,
AMBON2015_027, ML4.2,20150819,70.932,-159.504,20,7.82,31.04,3,1.34,0.6,0.64,0.23,10.68,
AMBON2015_027, ML4.2,20150819,70.932,-159.504,11,8.16,30.58,4,1.57,0.26,0.52,0.21,7.83,
AMBON2015_027, ML4.2,20150819,70.932,-159.504,6,8.16,30.58,5,1.39,0.4,0.49,0.53,7.83,-2.02
AMBON2015_028, ML4.3,20150819,71.063,-159.882,51,-1.63,32.47,1,1.95,2.98,2.2,14.79,42.17,-1.14
AMBON2015_028, ML4.3,20150819,71.063,-159.882,40,-1.61,32.42,2,1.83,3.46,1.95,13.36,38.79,
AMBON2015_028, ML4.3,20150819,71.063,-159.882,31,-1.6,32.4,3,3.08,3.55,1.95,13.79,37.72,
AMBON2015_028, ML4.3,20150819,71.063,-159.882,28,-1.57,32.39,4,9.32,,,,,
AMBON2015_028, ML4.3,20150819,71.063,-159.882,21,-0.84,31.96,5,0.54,1.86,0.76,0.26,18.51,
AMBON2015_028, ML4.3,20150819,71.063,-159.882,10,6.88,30.7,6,0.46,0.29,0.43,0.14,5.69,
AMBON2015_028, ML4.3,20150819,71.063,-159.882,5,6.98,30.67,7,0.44,0.4,0.41,0.19,4.98,-1.87
AMBON2015_029, ML6.10,20150819,71.193,-160.27,50,-1.65,32.47,1,2.1,5.24,2.27,14.86,45.55,-0.82
AMBON2015_029, ML6.10,20150819,71.193,-160.27,42,-1.65,32.47,2,2.01,4.06,2.12,17.57,46.26,-0.98
AMBON2015_029, ML6.10,20150819,71.193,-160.27,30,-1.6,32.27,3,7.08,0.96,1.62,6.44,20.28,-3.56
AMBON2015_029, ML6.10,20150819,71.193,-160.27,20,-0.99,31.95,4,0.43,0.97,0.62,0.67,23.31,
AMBON2015_029, ML6.10,20150819,71.193,-160.27,11,0.44,31.14,5,0.28,0.33,0.31,0.27,9.96,
AMBON2015_029, ML6.10,20150819,71.193,-160.27,6,4.3,29.46,6,0.29,0.31,0.23,0.3,4.98,-1.27
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,1,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,2,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,3,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,4,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,5,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,6,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,7,,,,,,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,46,-1.66,32.47,8,0.74,3,2.2,16.86,48.75,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,31,-1.41,32.21,9,5.96,1.1,1.8,1.96,12.1,-1.1
AMBON2015_030, ML6.11,20150819,71.361,-159.693,20,-0.78,31.77,10,0.36,1,0.62,1.76,20.64,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,10,4.88,28.11,11,0.28,0.43,0.23,1.12,3.56,
AMBON2015_030, ML6.11,20150819,71.361,-159.693,5,4.85,28.08,12,0.31,0.38,0.23,0.63,3.56,-1.45
AMBON2015_031, ML4.5,20150820,71.324,-160.656,45,-1.64,32.46,1,0.68,3.41,2.29,15.79,45.55,-1.1
AMBON2015_031, ML4.5,20150820,71.324,-160.656,31,-1.61,32.41,2,2.16,0.83,1.74,12.07,27.4,
AMBON2015_031, ML4.5,20150820,71.324,-160.656,20,-0.69,31.86,3,0.22,0.68,0.58,0.27,22.06,
AMBON2015_031, ML4.5,20150820,71.324,-160.656,10,3.15,29.78,4,0.27,0.55,0.22,0.16,5.69,
AMBON2015_031, ML4.5,20150820,71.324,-160.656,5,4.62,28.26,5,0.26,0.34,1.12,0.06,3.91,-1.37
AMBON2015_031, ML4.5,20150820,71.324,-160.656,5,4.63,28.26,6,,,,,,
AMBON2015_031, ML4.5,20150820,71.324,-160.656,5,4.63,28.26,7,,,,,,
AMBON2015_032, ML4.6,20150820,71.455,-161.038,43,-1.63,32.45,1,1.1,6.16,2.06,15.36,45.91,-1.08
AMBON2015_032, ML4.6,20150820,71.455,-161.038,30,-1.57,32.36,2,4.56,3.25,1.91,12.5,35.23,
AMBON2015_032, ML4.6,20150820,71.455,-161.038,28,-1.43,32.27,3,7.08,,,,,
AMBON2015_032, ML4.6,20150820,71.455,-161.038,20,-1.08,32.07,4,0.74,1.13,0.76,0.36,23.49,
AMBON2015_032, ML4.6,20150820,71.455,-161.038,10,4.15,29.09,5,0.24,0.85,0.2,0.34,4.63,
AMBON2015_032, ML4.6,20150820,71.455,-161.038,5,4.55,28.88,6,0.25,0.26,0.19,0.25,4.45,-1.43
AMBON2015_033, ML4.7,20150820,71.588,-161.401,43,-1.57,32.33,1,1.55,4.43,1.92,12.14,39.5,-1.02
AMBON2015_033, ML4.7,20150820,71.588,-161.401,31,-1.43,32.19,2,37.84,0.26,0.63,0.42,11.39,
AMBON2015_033, ML4.7,20150820,71.588,-161.401,21,-0.53,31.7,3,0.25,0.31,0.58,1.01,24.91,
AMBON2015_033, ML4.7,20150820,71.588,-161.401,10,4.56,28.45,4,0.22,0.6,0.2,1.99,4.27,
AMBON2015_033, ML4.7,20150820,71.588,-161.401,5,4.63,27.9,5,0.35,0.78,0.18,0.64,3.56,-1.34
AMBON2015_034, CEM,20150820,71.599,-161.506,42,-1.57,32.34,1,1.66,4.39,1.87,14.93,40.39,
AMBON2015_034, CEM,20150820,71.599,-161.506,32,-1.43,32.13,2,14.88,0.54,1.1,7.43,17.79,
AMBON2015_034, CEM,20150820,71.599,-161.506,20,-0.69,31.75,3,0.55,0.4,0.47,0.37,19.22,
AMBON2015_034, CEM,20150820,71.599,-161.506,10,4.79,28.39,4,0.19,1.02,0.21,0.26,4.27,
AMBON2015_034, CEM,20150820,71.599,-161.506,5,4.56,27.57,5,0.31,0.99,0.35,0.3,2.49,
AMBON2015_035, ML4.8,20150821,71.719,-161.773,38,-1.44,32.11,1,5.12,1.98,1.34,6.47,24.91,-1.36
AMBON2015_035, ML4.8,20150821,71.719,-161.773,30,-1.41,32.09,2,9.36,1.03,1.11,5.93,21.71,
AMBON2015_035, ML4.8,20150821,71.719,-161.773,20,-0.92,31.84,3,0.5,0.4,0.59,0.37,22.06,
AMBON2015_035, ML4.8,20150821,71.719,-161.773,11,4.22,28.45,4,0.3,0.28,0.18,0.21,2.85,
AMBON2015_035, ML4.8,20150821,71.719,-161.773,5,4.5,26.94,5,0.13,0.3,0.17,0.16,2.14,-1.51
AMBON2015_036, ML4.9,20150821,71.851,-162.158,36,-1.44,32.14,1,5.52,1.72,1.13,7.5,21.35,-1.05
AMBON2015_036, ML4.9,20150821,71.851,-162.158,30,-1.44,32.12,2,5.96,1.55,1.36,7.14,22.42,
AMBON2015_036, ML4.9,20150821,71.851,-162.158,24,-1.3,32.04,3,0.94,,,,,
AMBON2015_036, ML4.9,20150821,71.851,-162.158,20,-0.89,31.76,4,0.3,0.33,0.66,0.14,22.78,
AMBON2015_036, ML4.9,20150821,71.851,-162.158,10,4,29.73,5,0.46,0.27,0.21,0.25,3.56,
AMBON2015_036, ML4.9,20150821,71.851,-162.158,5,4.12,26.82,6,0.3,0.4,0.18,0.12,2.14,-0.86
AMBON2015_036, ML4.9,20150821,71.851,-162.158,5,4.12,26.81,7,,,,,,
AMBON2015_036, ML4.9,20150821,71.851,-162.158,5,4.12,26.81,8,,,,,,
AMBON2015_037, ML4.10,20150821,71.98,-162.541,28,-1.21,32.06,1,14.64,4.69,0.93,3.41,18.51,-1.52
AMBON2015_037, ML4.10,20150821,71.98,-162.541,20,-0.8,31.9,2,4.8,1.42,0.52,0.74,17.79,
AMBON2015_037, ML4.10,20150821,71.98,-162.541,10,4.34,27.66,3,0.48,0.6,0.14,0.28,2.85,
AMBON2015_037, ML4.10,20150821,71.98,-162.541,5,4.37,27.29,4,0.28,0.3,0.13,0.2,1.78,-1.66
AMBON2015_038, ML4.11,20150821,72.109,-162.924,35,0.23,32.21,1,0.85,3.04,1.13,1.56,13.52,-0.79
AMBON2015_038, ML4.11,20150821,72.109,-162.924,30,0.23,32.21,2,0.75,3.59,1.35,1.64,13.52,
AMBON2015_038, ML4.11,20150821,72.109,-162.924,20,4.51,31.59,3,0.37,0.5,0.49,0.39,4.98,
AMBON2015_038, ML4.11,20150821,72.109,-162.924,15,5.77,31.34,4,0.29,0.28,0.4,0.19,3.91,
AMBON2015_038, ML4.11,20150821,72.109,-162.924,9,5.57,30.52,5,0.28,0.32,0.28,0.25,3.56,
AMBON2015_038, ML4.11,20150821,72.109,-162.924,4,4.23,26.93,6,0.32,0.56,0.19,0.21,2.49,-0.94
AMBON2015_039, ML4.115,20150821,72.169,-163.108,15,6.03,31.45,1,,,,,,
AMBON2015_039, ML4.115,20150821,72.169,-163.108,15,5.87,31.44,2,,,,,,
AMBON2015_041, ML4.12,20150822,72.239,-163.317,35,0.34,32.16,1,0.76,2.96,1.18,2.17,16.73,-0.87
AMBON2015_041, ML4.12,20150822,72.239,-163.317,30,0.49,32.15,2,0.76,3.15,0.93,1.76,15.66,
AMBON2015_041, ML4.12,20150822,72.239,-163.317,25,0.66,31.88,3,0.96,,,,,
AMBON2015_041, ML4.12,20150822,72.239,-163.317,20,6.22,31.39,4,0.33,0.67,0.39,0.22,4.98,
AMBON2015_041, ML4.12,20150822,72.239,-163.317,10,6.46,31.29,5,0.32,0.61,0.43,0.16,4.98,
AMBON2015_041, ML4.12,20150822,72.239,-163.317,5,6.85,31.28,6,0.27,0.48,0.44,0.16,5.69,-1.61
AMBON2015_041, ML4.12,20150822,72.239,-163.317,5,6.87,31.28,7,,,,,,
AMBON2015_042, ML4.13,20150822,72.365,-163.722,40,-0.1,32.33,1,0.42,2.57,1.01,3.95,12.1,-0.95
AMBON2015_042, ML4.13,20150822,72.365,-163.722,30,0.16,32.27,2,0.17,2.72,0.92,2.04,9.96,
AMBON2015_042, ML4.13,20150822,72.365,-163.722,20,5.85,31.58,3,0.62,0.88,0.38,0.26,4.27,
AMBON2015_042, ML4.13,20150822,72.365,-163.722,10,7.17,31.35,4,0.28,0.6,0.39,0.2,4.63,
AMBON2015_042, ML4.13,20150822,72.365,-163.722,5,7.17,31.35,5,0.33,0.44,0.52,0.23,4.63,-1.53
AMBON2015_043, ML4.14,20150822,72.497,-164.103,44,-1.15,32.48,1,1,5.5,1.74,11,21.35,-0.87
